(venv) puxlit@kiara:~/Sandbox$ python3 ./volatility3/vol.py -f ./memory.dmp windows.pslist.PsList
Volatility 3 Framework 2.7.0
Progress:  100.00		PDB scanning finished                                                                                              
PID	PPID	ImageFileName	Offset(V)	Threads	Handles	SessionId	Wow64	CreateTime	ExitTime	File output

4	0	System	0xa3070b687040	120	-	N/A	False	2024-05-07 10:59:52.000000 	N/A	Disabled
92	4	Registry	0xa3070b6eb080	4	-	N/A	False	2024-05-07 10:59:48.000000 	N/A	Disabled
300	4	smss.exe	0xa3070e378040	4	-	N/A	False	2024-05-07 10:59:52.000000 	N/A	Disabled
408	400	csrss.exe	0xa3070e85a140	15	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
488	400	wininit.exe	0xa3070f225080	8	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
496	476	csrss.exe	0xa3070ebb8080	14	-	1	False	2024-05-07 10:59:53.000000 	N/A	Disabled
588	476	winlogon.exe	0xa3070f2a9080	9	-	1	False	2024-05-07 10:59:53.000000 	N/A	Disabled
632	488	services.exe	0xa3070f2ac080	10	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
648	488	lsass.exe	0xa3070f2d9080	10	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
740	588	fontdrvhost.ex	0xa3070f31a140	8	-	1	False	2024-05-07 10:59:53.000000 	N/A	Disabled
748	488	fontdrvhost.ex	0xa3070f31c140	8	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
764	632	svchost.exe	0xa3070f320240	25	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
868	632	svchost.exe	0xa3070f3992c0	14	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
972	588	dwm.exe	0xa3070e92f080	23	-	1	False	2024-05-07 10:59:53.000000 	N/A	Disabled
412	632	svchost.exe	0xa3070e987240	61	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
480	632	svchost.exe	0xa3070e98b2c0	19	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
960	632	svchost.exe	0xa3070e9d8280	15	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
724	632	svchost.exe	0xa3070e9de2c0	15	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
1104	632	svchost.exe	0xa3070e9f5080	31	-	0	False	2024-05-07 10:59:53.000000 	N/A	Disabled
1232	632	svchost.exe	0xa3070b720080	20	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1292	632	svchost.exe	0xa3070fa76240	6	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1404	4	MemCompression	0xa3070b6c7040	26	-	N/A	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1452	632	svchost.exe	0xa3070fa7a2c0	15	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1564	632	svchost.exe	0xa3070b733080	6	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1576	632	svchost.exe	0xa3070b736080	21	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1684	632	svchost.exe	0xa3070fb97240	10	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1716	632	spoolsv.exe	0xa3070fbbb200	14	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1768	632	svchost.exe	0xa3070fbd72c0	18	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1880	632	svchost.exe	0xa3070fc5b2c0	7	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1968	632	svchost.exe	0xa3070fcbd240	15	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
1340	632	MsMpEng.exe	0xa3070fe07280	30	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
2104	632	svchost.exe	0xa3070fec8240	18	-	0	False	2024-05-07 10:59:54.000000 	N/A	Disabled
2336	632	svchost.exe	0xa3070fd1c080	8	-	0	False	2024-05-07 10:59:55.000000 	N/A	Disabled
2604	412	sihost.exe	0xa307100c8080	23	-	1	False	2024-05-07 10:59:56.000000 	N/A	Disabled
2620	632	svchost.exe	0xa307100f32c0	16	-	1	False	2024-05-07 10:59:56.000000 	N/A	Disabled
2696	412	taskhostw.exe	0xa3070e72f300	13	-	1	False	2024-05-07 10:59:56.000000 	N/A	Disabled
2808	632	NisSrv.exe	0xa3071016c300	7	-	0	False	2024-05-07 10:59:56.000000 	N/A	Disabled
2896	960	ctfmon.exe	0xa307101ee280	14	-	1	False	2024-05-07 10:59:56.000000 	N/A	Disabled
1284	588	userinit.exe	0xa30710266340	4	-	1	False	2024-05-07 10:59:56.000000 	N/A	Disabled
1300	1284	explorer.exe	0xa307102d8340	79	-	1	False	2024-05-07 10:59:56.000000 	N/A	Disabled
2568	632	svchost.exe	0xa307102ef2c0	14	-	0	False	2024-05-07 10:59:57.000000 	N/A	Disabled
3160	632	svchost.exe	0xa307103982c0	10	-	1	False	2024-05-07 10:59:57.000000 	N/A	Disabled
3412	764	StartMenuExper	0xa307104d3080	17	-	1	False	2024-05-07 10:59:58.000000 	N/A	Disabled
3456	632	sppsvc.exe	0xa307105a90c0	10	-	0	False	2024-05-07 10:59:58.000000 	N/A	Disabled
3520	764	RuntimeBroker.	0xa307105e1080	19	-	1	False	2024-05-07 10:59:58.000000 	N/A	Disabled
3632	764	SearchApp.exe	0xa3071061e080	39	-	1	False	2024-05-07 10:59:58.000000 	N/A	Disabled
3732	764	RuntimeBroker.	0xa307107b5080	15	-	1	False	2024-05-07 10:59:58.000000 	N/A	Disabled
3804	632	SearchIndexer.	0xa30710773240	22	-	0	False	2024-05-07 10:59:58.000000 	N/A	Disabled
4016	764	SkypeBackgroun	0xa307108f3080	4	-	1	False	2024-05-07 10:59:58.000000 	N/A	Disabled
3284	764	SppExtComObj.E	0xa307108f7240	7	-	0	False	2024-05-07 10:59:59.000000 	N/A	Disabled
4132	3804	SearchProtocol	0xa30710a28080	8	-	1	False	2024-05-07 10:59:59.000000 	N/A	Disabled
4352	764	WmiPrvSE.exe	0xa30710c05280	11	-	0	False	2024-05-07 11:00:00.000000 	N/A	Disabled
4436	3804	SearchFilterHo	0xa30710c020c0	7	-	0	False	2024-05-07 11:00:00.000000 	N/A	Disabled
4492	3804	SearchProtocol	0xa30710c10080	10	-	0	False	2024-05-07 11:00:00.000000 	N/A	Disabled
4700	1300	mspaint.exe	0xa307105550c0	9	-	1	False	2024-05-07 11:00:03.000000 	N/A	Disabled
4732	632	svchost.exe	0xa3071016a300	10	-	0	False	2024-05-07 11:00:03.000000 	N/A	Disabled
4888	764	TextInputHost.	0xa30710557080	20	-	1	False	2024-05-07 11:00:07.000000 	N/A	Disabled
5036	764	dllhost.exe	0xa30710ac8340	15	-	1	False	2024-05-07 11:00:08.000000 	N/A	Disabled
4160	764	RuntimeBroker.	0xa30710b692c0	9	-	1	False	2024-05-07 11:00:08.000000 	N/A	Disabled
2016	764	smartscreen.ex	0xa30710c55300	12	-	1	False	2024-05-07 11:00:08.000000 	N/A	Disabled
264	1300	SecurityHealth	0xa307104f5080	6	-	1	False	2024-05-07 11:00:08.000000 	N/A	Disabled
1008	632	SecurityHealth	0xa307104f3280	15	-	0	False	2024-05-07 11:00:09.000000 	N/A	Disabled
2560	1300	OneDrive.exe	0xa30710a43080	19	-	1	True	2024-05-07 11:00:09.000000 	N/A	Disabled
4556	588	LogonUI.exe	0xa30710add080	0	-	1	False	2024-05-07 11:00:09.000000 	2024-05-07 11:00:13.000000 	Disabled
4084	764	LockApp.exe	0xa307106ea080	11	-	1	False	2024-05-07 11:00:10.000000 	N/A	Disabled
5100	764	RuntimeBroker.	0xa307106e92c0	16	-	1	False	2024-05-07 11:00:10.000000 	N/A	Disabled
4244	1452	audiodg.exe	0xa30710ec72c0	8	-	0	False	2024-05-07 11:00:10.000000 	N/A	Disabled
(venv) puxlit@kiara:~/Sandbox$ python3 ./volatility3/vol.py -o ./ -f ./memory.dmp windows.memmap.Memmap --pid 4700 --dump
Volatility 3 Framework 2.7.0
Progress:  100.00		PDB scanning finished                                
Virtual	Physical	Size	Offset in File	File output

0xf610000	0x3a28c000	0x1000	0x0	pid.4700.dmp
0xf630000	0x2dabd000	0x1000	0x1000	pid.4700.dmp
0xf640000	0x34418000	0x1000	0x2000	pid.4700.dmp
0x7ffe0000	0xb31000	0x1000	0x3000	pid.4700.dmp
0x7ffec000	0xe000	0x1000	0x4000	pid.4700.dmp
0xc6f407c000	0x2a4bb000	0x1000	0x5000	pid.4700.dmp
0xc6f407d000	0x4246000	0x1000	0x6000	pid.4700.dmp
0xc6f407e000	0x55c7000	0x1000	0x7000	pid.4700.dmp
0xc6f407f000	0x3670d000	0x1000	0x8000	pid.4700.dmp
0xc6f4080000	0x1bc0e000	0x1000	0x9000	pid.4700.dmp
0xc6f4081000	0x34623000	0x1000	0xa000	pid.4700.dmp
0xc6f4082000	0x359a3000	0x1000	0xb000	pid.4700.dmp
0xc6f4083000	0x2cb74000	0x1000	0xc000	pid.4700.dmp
0xc6f4084000	0x37e75000	0x1000	0xd000	pid.4700.dmp
0xc6f4085000	0x2c495000	0x1000	0xe000	pid.4700.dmp
0xc6f4086000	0x3cd6000	0x1000	0xf000	pid.4700.dmp
0xc6f4087000	0xf3ed000	0x1000	0x10000	pid.4700.dmp
0xc6f4088000	0x345ae000	0x1000	0x11000	pid.4700.dmp
0xc6f4089000	0xdc76000	0x2000	0x12000	pid.4700.dmp
0xc6f408b000	0x3219b000	0x1000	0x14000	pid.4700.dmp
0xc6f408c000	0x3881c000	0x1000	0x15000	pid.4700.dmp
0xc6f408d000	0x17c27000	0x1000	0x16000	pid.4700.dmp
0xc6f408e000	0x12e28000	0x1000	0x17000	pid.4700.dmp
0xc6f4273000	0x25792000	0x1000	0x18000	pid.4700.dmp
0xc6f4274000	0x1fef8000	0x1000	0x19000	pid.4700.dmp
0xc6f4275000	0xc4db000	0x1000	0x1a000	pid.4700.dmp
0xc6f4276000	0x32eba000	0x1000	0x1b000	pid.4700.dmp
0xc6f4277000	0x1266000	0x1000	0x1c000	pid.4700.dmp
0xc6f4278000	0x3858d000	0x1000	0x1d000	pid.4700.dmp
0xc6f4279000	0x32945000	0x1000	0x1e000	pid.4700.dmp
0xc6f427a000	0x23fb000	0x1000	0x1f000	pid.4700.dmp
0xc6f427b000	0x2985a000	0x1000	0x20000	pid.4700.dmp
0xc6f427c000	0x359a6000	0x1000	0x21000	pid.4700.dmp
0xc6f427d000	0x2d573000	0x1000	0x22000	pid.4700.dmp
0xc6f427e000	0x85ab000	0x1000	0x23000	pid.4700.dmp
0xc6f427f000	0x1fca3000	0x1000	0x24000	pid.4700.dmp
0xc6f42fe000	0x29269000	0x1000	0x25000	pid.4700.dmp
0xc6f42ff000	0x34ae3000	0x1000	0x26000	pid.4700.dmp
0xc6f437e000	0x224f2000	0x1000	0x27000	pid.4700.dmp
0xc6f437f000	0x50c7000	0x1000	0x28000	pid.4700.dmp
0xc6f43fd000	0x349fc000	0x1000	0x29000	pid.4700.dmp
0xc6f43fe000	0x35237000	0x1000	0x2a000	pid.4700.dmp
0xc6f43ff000	0x2e479000	0x1000	0x2b000	pid.4700.dmp
0xc6f447d000	0x8a1a000	0x1000	0x2c000	pid.4700.dmp
0xc6f447e000	0x2c4d8000	0x1000	0x2d000	pid.4700.dmp
0xc6f447f000	0x3557000	0x1000	0x2e000	pid.4700.dmp
0xc6f44fe000	0x2732000	0x1000	0x2f000	pid.4700.dmp
0xc6f44ff000	0x1d1af000	0x1000	0x30000	pid.4700.dmp
0xc6f457d000	0x1e792000	0x1000	0x31000	pid.4700.dmp
0xc6f457e000	0x3674e000	0x1000	0x32000	pid.4700.dmp
0xc6f457f000	0x34578000	0x1000	0x33000	pid.4700.dmp
0xc6f45fe000	0x12de000	0x1000	0x34000	pid.4700.dmp
0xc6f45ff000	0x32b9d000	0x1000	0x35000	pid.4700.dmp
0xc6f467b000	0x39f36000	0x1000	0x36000	pid.4700.dmp
0xc6f467c000	0x2f7b2000	0x1000	0x37000	pid.4700.dmp
0xc6f467d000	0x351ee000	0x1000	0x38000	pid.4700.dmp
0xc6f467e000	0x132a000	0x1000	0x39000	pid.4700.dmp
0xc6f467f000	0x386e9000	0x1000	0x3a000	pid.4700.dmp
0x1cc8f610000	0x43e4000	0x1000	0x3b000	pid.4700.dmp
0x1cc8f620000	0x43e4000	0x1000	0x3c000	pid.4700.dmp
0x1cc8f630000	0x65b4000	0x1000	0x3d000	pid.4700.dmp
0x1cc8f631000	0x4535000	0x1000	0x3e000	pid.4700.dmp
0x1cc8f632000	0x55f6000	0x2000	0x3f000	pid.4700.dmp
0x1cc8f634000	0x4538000	0x2000	0x41000	pid.4700.dmp
0x1cc8f636000	0x55fa000	0x2000	0x43000	pid.4700.dmp
0x1cc8f638000	0x53fc000	0x1000	0x45000	pid.4700.dmp
0x1cc8f639000	0x4cfd000	0x2000	0x46000	pid.4700.dmp
0x1cc8f63b000	0x4d3f000	0x1000	0x48000	pid.4700.dmp
0x1cc8f63c000	0x6480000	0x1000	0x49000	pid.4700.dmp
0x1cc8f63d000	0xdbc1000	0x1000	0x4a000	pid.4700.dmp
0x1cc8f63e000	0x64c2000	0x1000	0x4b000	pid.4700.dmp
0x1cc8f63f000	0x6503000	0x2000	0x4c000	pid.4700.dmp
0x1cc8f641000	0x6545000	0x1000	0x4e000	pid.4700.dmp
0x1cc8f642000	0x65c6000	0x1000	0x4f000	pid.4700.dmp
0x1cc8f643000	0x5787000	0x1000	0x50000	pid.4700.dmp
0x1cc8f644000	0x56c8000	0x2000	0x51000	pid.4700.dmp
0x1cc8f646000	0x544a000	0x2000	0x53000	pid.4700.dmp
0x1cc8f648000	0x534c000	0x3000	0x55000	pid.4700.dmp
0x1cc8f64b000	0x530f000	0x1000	0x58000	pid.4700.dmp
0x1cc8f64c000	0x64d0000	0x1000	0x59000	pid.4700.dmp
0x1cc8f650000	0x303a2000	0x3000	0x5a000	pid.4700.dmp
0x1cc8f660000	0x2b645000	0x1000	0x5d000	pid.4700.dmp
0x1cc8f661000	0xe06000	0x1000	0x5e000	pid.4700.dmp
0x1cc8f662000	0x3147000	0x1000	0x5f000	pid.4700.dmp
0x1cc8f670000	0x3148000	0x1000	0x60000	pid.4700.dmp
0x1cc8f671000	0xe09000	0x1000	0x61000	pid.4700.dmp
0x1cc8f680000	0x64e5000	0x1000	0x62000	pid.4700.dmp
0x1cc8f690000	0x2a5d3000	0x1000	0x63000	pid.4700.dmp
0x1cc8f6a0000	0xb350000	0x1000	0x64000	pid.4700.dmp
0x1cc8f6a1000	0x930f000	0x1000	0x65000	pid.4700.dmp
0x1cc8f6a2000	0x92ce000	0x1000	0x66000	pid.4700.dmp
0x1cc8f6a3000	0x928d000	0x1000	0x67000	pid.4700.dmp
0x1cc8f6a4000	0x828c000	0x1000	0x68000	pid.4700.dmp
0x1cc8f6a5000	0x920b000	0x1000	0x69000	pid.4700.dmp
0x1cc8f6a6000	0xa14a000	0x1000	0x6a000	pid.4700.dmp
0x1cc8f6a7000	0xc7c9000	0x1000	0x6b000	pid.4700.dmp
0x1cc8f6a8000	0x2e650000	0x1000	0x6c000	pid.4700.dmp
0x1cc8f6a9000	0x2e7cf000	0x1000	0x6d000	pid.4700.dmp
0x1cc8f6aa000	0x2e7ce000	0x1000	0x6e000	pid.4700.dmp
0x1cc8f6ab000	0x2e7cd000	0x1000	0x6f000	pid.4700.dmp
0x1cc8f6ac000	0x2e7cc000	0x1000	0x70000	pid.4700.dmp
0x1cc8f6ad000	0x2e78b000	0x1000	0x71000	pid.4700.dmp
0x1cc8f6ae000	0x2e78a000	0x1000	0x72000	pid.4700.dmp
0x1cc8f6af000	0xf3fa000	0x1000	0x73000	pid.4700.dmp
0x1cc8f6b4000	0x7bb5000	0x1000	0x74000	pid.4700.dmp
0x1cc8f6d4000	0x2e6a2000	0x1000	0x75000	pid.4700.dmp
0x1cc8f6d5000	0x2e661000	0x1000	0x76000	pid.4700.dmp
0x1cc8f6d6000	0x2e660000	0x1000	0x77000	pid.4700.dmp
0x1cc8f6d7000	0x2a599000	0x1000	0x78000	pid.4700.dmp
